account_id,company_size,plan,monthly_revenue,tenure_months,login_count_30d,feature_adoption_pct,support_tickets_90d,nps_score,contract_end_days,last_login_days_ago,billing_failures_6m,integrations_active,onboarding_complete,cs_health_score,churned_90d
ACCT-0284,Medium,Pro,2591.43,4,11,14.1,0,6,102,3,0,2,False,10.0,1
ACCT-0285,Small,Business,1567.5,3,12,36.7,1,N/A,166,3,0,1,true,1.0,0
ACCT-0286,Medium,Pro,774.73,4,15,36.1,1,10,316,2,0,0,1,8.0,0
ACCT-0287,Medium,Pro,1412.4,26,14,52.4,3,MISSING,18,1,0,0,0,,0
ACCT-0288,Small,Starter,291.19,10,17,16.9,0,6,33,2,0,2,True,9.0,1
ACCT-0289,Medium,Pro,914.47,15,12,62.4,3,MISSING,81,1,0,2,True,9.0,0
ACCT-0290,Small,Starter,2828.34,1,11,49.6,1,N/A,325,18,0,1,true,,0
ACCT-0291,Small,Business,558.67,1,6,45.7,3,8,154,21,0,0,1,3.0,0
ACCT-0292,Large,Pro,337.61,11,10,31.8,2,3,73,7,1,1,False,,0
ACCT-0293,Medium,Pro,394.78,31,14,44.4,3,6,182,15,1,2,False,3.0,0
ACCT-0294,Small,Starter,278.19,39,12,56.2,2,MISSING,-26,2,0,3,1,7.0,0
ACCT-0295,Medium,Starter,355.03,2,16,56.4,1,7,88,19,1,1,false,8.0,0
ACCT-0296,Large,Business,494.52,14,14,31.3,1,7,313,6,0,4,0,,0
ACCT-0297,Small,Starter,216.06,44,19,21.2,0,5,218,1,1,1,False,,0
ACCT-0298,Medium,Starter,673.5,9,15,24.3,1,MISSING,136,1,1,3,false,4.0,1
ACCT-0299,Small,Starter,1368.98,32,15,57.0,1,6,352,3,1,1,1,3.0,1
ACCT-0300,Small,Enterprise,321.76,3,11,33.9,3,7,211,0,0,2,0,8.0,1
ACCT-0301,Medium,Business,2242.68,49,15,17.0,1,8,249,3,0,1,True,6.0,0
ACCT-0302,Medium,Starter,1000.88,25,12,52.5,1,8,332,0,0,3,1,6.0,0
ACCT-0303,Medium,Starter,1516.96,51,10,51.3,1,8,207,2,0,1,True,2.0,0
ACCT-0304,Large,Starter,392.97,20,14,31.2,3,9,275,2,0,3,1,4.0,0
ACCT-0305,MISSING,Business,1317.67,8,13,13.6,1,MISSING,174,41,0,0,false,5.0,1
ACCT-0306,Medium,Pro,277.68,50,14,87.0,3,MISSING,283,2,1,0,0,10.0,0
ACCT-0307,Small,Starter,1355.87,6,16,37.4,3,N/A,-30,2,1,3,false,5.0,0
ACCT-0308,Large,Starter,763.16,7,9,48.6,1,3,140,9,0,2,0,3.0,0
ACCT-0309,Small,Starter,1035.46,22,12,34.7,2,N/A,136,16,0,2,1,10.0,0
ACCT-0310,Medium,Pro,259.7,26,11,22.4,0,4,363,4,0,4,True,5.0,0
ACCT-0311,Small,Business,325.04,48,7,47.3,2,4,227,17,0,1,1,,0
ACCT-0312,Small,Starter,1072.54,4,9,16.7,2,MISSING,32,3,0,3,True,2.0,0
ACCT-0313,MISSING,Starter,311.48,29,9,48.7,2,MISSING,241,2,0,2,false,,0
ACCT-0314,Large,Starter,963.49,24,13,75.9,0,9,6,3,0,6,true,3.0,0
ACCT-0315,Large,Enterprise,222.8,1,12,35.4,0,MISSING,-15,8,0,2,False,3.0,0
ACCT-0316,Medium,Starter,1310.99,9,13,26.0,2,MISSING,223,4,1,1,false,5.0,0
ACCT-0317,Small,Business,248.14,6,12,18.8,0,10,312,9,0,1,1,9.0,0
ACCT-0318,Small,Pro,1034.67,7,16,29.8,2,10,315,2,1,1,1,2.0,0
ACCT-0319,Small,Starter,1097.19,60,18,33.6,1,N/A,305,10,0,4,True,9.0,0
ACCT-0320,Medium,Starter,380.92,19,11,68.3,3,6,-4,3,1,2,False,,0
ACCT-0321,Large,Starter,1059.57,23,12,46.9,1,4,80,5,1,4,0,7.0,0
ACCT-0322,Large,Pro,819.22,60,19,55.4,0,N/A,202,7,0,4,false,1.0,0
ACCT-0323,Small,Business,432.22,9,9,26.3,3,7,33,9,0,0,False,1.0,0
ACCT-0324,MISSING,Pro,296.83,29,11,39.8,1,4,66,2,2,1,False,,0
ACCT-0325,Large,Pro,138.37,10,11,47.9,3,7,362,14,0,1,false,9.0,0
ACCT-0326,Medium,Starter,879.82,37,9,5.8,3,7,236,10,0,3,True,3.0,0
ACCT-0327,Medium,Enterprise,190.22,4,8,7.2,2,MISSING,295,2,0,2,0,6.0,0
ACCT-0328,Medium,Business,717.86,53,13,7.3,1,N/A,201,30,1,4,True,3.0,1
ACCT-0329,Small,Starter,538.74,4,19,32.2,2,9,17,9,0,1,True,6.0,0
ACCT-0330,Medium,Enterprise,1145.18,7,7,58.4,2,MISSING,319,5,0,1,true,7.0,0
ACCT-0331,Large,Pro,522.36,25,16,20.8,3,MISSING,179,1,0,4,False,5.0,0
ACCT-0332,Small,Pro,511.04,9,19,16.0,1,9,45,6,0,5,true,3.0,0
ACCT-0333,Small,Business,1194.52,17,10,27.5,2,MISSING,216,1,0,2,True,8.0,0
ACCT-0334,Small,Business,869.61,11,13,34.3,1,8,285,4,0,2,0,5.0,0
ACCT-0335,Small,Pro,856.56,24,14,24.1,3,6,37,4,1,2,false,,0
ACCT-0336,Enterprise,Starter,968.18,5,7,17.0,1,6,282,10,0,1,False,9.0,0
ACCT-0337,Large,Starter,194.72,1,10,15.4,0,10,33,2,0,4,false,3.0,1
ACCT-0338,Medium,Enterprise,1218.57,6,8,84.2,1,9,151,14,1,2,1,2.0,0
ACCT-0339,Small,Starter,1085.69,12,10,11.4,2,10,49,3,0,1,False,3.0,1
ACCT-0340,Medium,Starter,294.91,3,4,50.0,1,N/A,312,5,0,3,false,7.0,0
ACCT-0341,Medium,Pro,547.16,8,14,78.7,2,0,172,12,0,1,True,10.0,0
ACCT-0342,Small,Pro,644.55,9,9,61.8,0,2,151,8,2,1,true,8.0,0
ACCT-0343,Medium,Pro,597.29,1,14,15.7,1,9,183,3,0,3,false,2.0,0
ACCT-0344,Medium,Enterprise,868.78,16,15,72.0,2,5,89,4,0,1,0,7.0,0
ACCT-0345,Medium,Starter,2090.36,39,8,12.6,2,10,210,3,0,0,1,5.0,0
ACCT-0346,Medium,Starter,1580.37,3,12,25.9,2,9,304,7,0,1,True,9.0,0
ACCT-0347,Small,Starter,232.81,16,13,34.1,3,10,171,3,0,4,1,,0
ACCT-0348,Medium,Business,1094.07,20,11,16.7,4,7,261,10,0,2,0,1.0,1
ACCT-0349,Medium,Pro,1925.9,10,10,40.5,3,10,23,7,1,0,0,1.0,0
ACCT-0350,Medium,Starter,906.37,22,15,22.4,2,MISSING,114,1,0,3,true,6.0,0
ACCT-0351,Enterprise,Business,1592.06,10,13,80.8,0,MISSING,325,3,0,3,1,9.0,0
ACCT-0352,Large,Business,3326.97,13,8,34.2,4,MISSING,55,2,0,4,0,1.0,1
ACCT-0353,Small,Business,1508.65,1,9,59.0,3,9,-9,4,1,2,false,3.0,0
ACCT-0354,Small,Enterprise,811.96,21,12,77.9,0,5,300,6,0,2,0,5.0,0
ACCT-0355,Medium,Starter,1534.67,19,19,47.3,1,N/A,261,6,0,3,0,4.0,0
ACCT-0356,Small,Business,746.88,1,14,80.0,4,MISSING,205,11,0,1,false,,0
ACCT-0357,Medium,Pro,677.98,8,7,57.9,4,5,-2,2,1,3,True,10.0,0
ACCT-0358,Enterprise,Business,502.13,60,8,49.6,1,6,152,23,3,1,true,4.0,0
ACCT-0359,Medium,Business,2323.27,10,10,35.9,4,4,129,3,0,2,true,4.0,0
ACCT-0360,Medium,Business,345.59,13,7,11.1,3,N/A,-13,3,1,3,False,10.0,1
ACCT-0361,Medium,Pro,2266.28,43,16,34.3,0,8,7,9,0,3,False,4.0,0
ACCT-0362,Medium,Starter,992.17,23,15,19.1,3,2,70,13,0,0,false,3.0,0
ACCT-0363,Medium,Pro,217.14,16,10,64.2,0,MISSING,259,4,0,2,0,,0
ACCT-0364,Enterprise,Enterprise,892.58,29,9,20.7,1,9,346,11,0,2,1,1.0,0
ACCT-0365,Medium,Enterprise,123.96,36,12,41.5,3,7,142,17,0,2,0,2.0,0
ACCT-0366,MISSING,Starter,1097.08,11,5,54.5,3,7,312,12,0,1,0,1.0,0
ACCT-0367,Enterprise,Starter,1350.44,12,9,18.6,1,6,335,0,0,1,1,4.0,0
ACCT-0368,Small,Starter,414.1,9,8,39.6,5,8,36,14,0,0,True,5.0,0
ACCT-0369,Small,Business,734.24,60,9,27.4,7,7,160,12,1,1,true,,1
ACCT-0370,Small,Business,3175.84,22,19,46.3,2,9,12,9,0,4,false,5.0,0
ACCT-0371,Small,Starter,443.81,2,10,15.0,0,N/A,92,11,0,3,1,2.0,0
ACCT-0372,Small,Pro,285.11,36,4,82.1,1,10,247,31,0,3,False,3.0,0
ACCT-0373,Large,Business,2176.19,12,14,46.9,4,6,312,5,0,4,false,4.0,0
ACCT-0374,Small,Business,3197.32,1,19,80.5,1,9,165,1,0,1,True,10.0,0
ACCT-0375,Small,Pro,667.11,14,14,58.8,1,MISSING,302,5,0,4,false,6.0,0
ACCT-0376,Large,Pro,1493.94,10,12,27.7,2,2,94,0,0,1,1,,0
ACCT-0377,Small,Pro,1945.32,38,11,58.3,1,2,65,3,0,2,True,2.0,0
ACCT-0378,Large,Starter,367.24,4,10,67.3,1,9,347,7,1,2,0,2.0,0
ACCT-0379,Small,Pro,451.13,32,12,60.3,2,10,126,3,1,0,False,9.0,1
ACCT-0380,Small,Pro,1780.59,15,8,41.7,0,5,9,9,0,2,False,2.0,0
ACCT-0381,Large,Business,2560.64,1,14,21.9,1,N/A,329,14,2,2,1,,1
ACCT-0382,Medium,Pro,1043.47,60,12,59.5,0,10,142,4,0,2,True,3.0,0
ACCT-0383,Enterprise,Business,329.03,13,12,55.1,2,MISSING,344,18,0,1,False,9.0,0
ACCT-0384,Large,Starter,3260.54,6,12,31.0,1,4,363,1,0,4,True,6.0,0
ACCT-0385,Large,Pro,434.95,11,14,16.9,0,N/A,142,15,0,3,false,6.0,0
ACCT-0386,Small,Starter,508.72,35,7,51.5,1,3,89,14,2,3,true,10.0,0
ACCT-0387,Small,Starter,874.69,7,7,21.1,0,9,242,3,1,3,true,5.0,0
ACCT-0388,Large,Business,2306.14,4,12,30.1,1,9,327,3,0,4,true,7.0,0
ACCT-0389,Large,Enterprise,1317.09,2,13,57.1,0,8,355,3,0,0,False,4.0,0
ACCT-0390,MISSING,Starter,926.94,6,11,18.6,4,MISSING,333,13,0,3,1,10.0,0
ACCT-0391,Medium,Pro,963.56,27,14,11.8,3,0,315,14,1,2,true,10.0,0
ACCT-0392,Medium,Business,688.7,11,10,9.0,0,9,344,3,0,4,0,,0
ACCT-0393,Large,Starter,1039.52,5,14,52.8,4,5,288,7,0,1,1,7.0,0
ACCT-0394,Small,Pro,87.91,3,16,53.1,1,N/A,230,1,1,1,true,10.0,0
ACCT-0395,Enterprise,Business,524.64,7,9,33.4,1,1,250,5,0,1,false,1.0,0
ACCT-0396,Enterprise,Pro,806.79,51,14,61.4,3,MISSING,298,54,0,2,true,6.0,1
ACCT-0397,Medium,Starter,264.86,8,13,32.3,2,MISSING,93,1,1,3,1,2.0,1
ACCT-0398,Large,Starter,906.02,60,10,34.2,1,MISSING,247,24,0,2,False,,0
ACCT-0399,Large,Business,564.77,12,8,30.7,0,4,62,14,1,1,0,8.0,1
ACCT-0400,Small,Pro,2709.12,4,11,8.3,2,10,4,29,1,1,false,3.0,0
ACCT-0401,Enterprise,Starter,2341.19,40,9,27.0,4,0,280,2,0,0,1,9.0,0
ACCT-0402,Medium,Business,458.22,11,12,10.9,0,MISSING,97,2,0,3,True,4.0,0
ACCT-0403,Large,Starter,589.53,22,10,24.8,1,N/A,-11,0,0,5,true,6.0,0
ACCT-0404,Small,Business,626.93,60,8,55.7,1,9,230,10,0,1,false,1.0,0
ACCT-0405,Enterprise,Starter,463.44,1,11,6.7,2,N/A,136,8,0,3,False,10.0,1
ACCT-0406,Medium,Enterprise,777.45,2,12,26.4,4,3,288,2,0,2,True,10.0,0
ACCT-0407,Small,Starter,362.63,23,7,25.8,2,9,205,13,1,0,true,3.0,0
ACCT-0408,Enterprise,Starter,269.21,6,14,48.7,1,6,1,3,0,3,false,,0
ACCT-0409,Small,Starter,1094.63,4,10,19.8,1,MISSING,200,1,0,2,0,5.0,0
ACCT-0410,Small,Starter,1100.61,1,8,53.7,0,MISSING,160,4,0,1,1,1.0,0
ACCT-0411,MISSING,Business,349.52,1,9,21.9,2,N/A,299,1,0,1,true,4.0,0
ACCT-0412,MISSING,Enterprise,1361.42,27,10,59.0,2,MISSING,114,2,0,2,false,5.0,0
ACCT-0413,Medium,Starter,401.31,3,13,51.2,1,7,70,4,1,3,true,4.0,0
ACCT-0414,Medium,Pro,814.47,11,7,40.8,0,MISSING,48,15,0,2,0,10.0,0
ACCT-0415,Medium,Business,1282.13,17,10,28.7,0,7,129,13,0,1,false,10.0,0
ACCT-0416,Small,Business,647.49,10,13,13.8,1,N/A,224,5,0,4,1,7.0,0
ACCT-0417,Small,Pro,956.99,1,14,36.0,0,N/A,248,10,0,1,true,8.0,0
ACCT-0418,Large,Starter,440.04,28,12,60.0,1,0,157,7,1,5,false,,0
ACCT-0419,Large,Pro,568.4,1,9,18.3,3,7,179,3,0,2,True,3.0,0
ACCT-0420,Large,Pro,564.15,26,13,61.1,1,0,210,10,0,0,False,5.0,0
ACCT-0421,Large,Starter,366.04,40,9,63.1,3,MISSING,25,9,1,1,0,10.0,0
ACCT-0422,Small,Pro,577.43,10,12,21.0,4,4,106,8,0,2,false,8.0,0
ACCT-0423,Medium,Starter,192.69,14,18,40.7,0,9,75,8,0,3,false,7.0,0
ACCT-0424,Small,Business,449.02,12,11,76.1,1,N/A,38,9,1,2,false,9.0,1
ACCT-0425,Medium,Starter,529.59,9,16,25.5,3,5,159,4,0,0,true,10.0,0
ACCT-0426,Medium,Pro,541.89,39,13,54.4,0,9,161,16,1,0,0,7.0,1
ACCT-0427,Enterprise,Pro,548.29,40,16,18.5,0,10,247,1,0,2,False,2.0,1
ACCT-0428,Medium,Pro,633.07,7,17,36.8,2,4,1,17,0,1,0,4.0,0
ACCT-0429,Small,Starter,976.09,17,11,23.5,1,N/A,144,3,0,2,true,8.0,0
ACCT-0430,Small,Pro,1338.91,47,14,38.7,0,6,227,1,0,2,false,9.0,0
ACCT-0431,Large,Pro,395.51,59,17,59.4,2,5,92,7,0,2,0,7.0,0
ACCT-0432,Medium,Pro,254.03,13,10,37.6,2,9,54,4,1,0,false,5.0,0
ACCT-0433,Small,Pro,288.98,11,11,36.7,3,8,185,14,0,0,False,,0
ACCT-0434,Small,Pro,450.45,6,11,19.7,1,MISSING,185,5,1,2,True,9.0,0
ACCT-0435,Large,Business,501.93,57,13,72.4,2,MISSING,-17,9,0,2,true,6.0,0
ACCT-0436,Small,Starter,359.24,3,7,78.4,0,9,6,3,0,2,True,2.0,0
ACCT-0437,Large,Business,235.83,16,10,47.4,1,7,-4,2,0,3,0,10.0,0
ACCT-0438,Large,Pro,461.79,6,16,82.6,0,7,121,4,1,1,false,,1
ACCT-0439,Small,Starter,769.04,6,6,55.4,0,6,33,7,0,4,false,2.0,0
ACCT-0440,Small,Starter,1070.65,9,9,4.7,1,9,39,9,1,1,1,,0
ACCT-0441,MISSING,Starter,425.84,60,12,14.6,1,MISSING,123,7,0,0,1,1.0,0
ACCT-0442,Medium,Business,478.0,1,7,26.8,0,7,222,35,0,3,True,4.0,0
ACCT-0443,Medium,Business,316.92,16,11,51.0,1,5,240,9,0,1,1,10.0,0
ACCT-0444,Large,Business,648.62,2,13,9.4,0,8,-2,21,0,4,0,,0
ACCT-0445,Enterprise,Pro,337.4,3,10,43.7,1,2,43,1,0,2,False,10.0,0
ACCT-0446,MISSING,Pro,1052.06,10,15,62.1,0,N/A,253,1,0,2,0,9.0,0
ACCT-0447,Large,Starter,159.38,13,11,30.3,0,9,28,3,0,3,True,2.0,0
ACCT-0448,Medium,Starter,498.85,5,13,42.3,0,9,212,1,0,1,0,9.0,0
ACCT-0449,Small,Pro,846.31,7,10,47.8,3,7,298,6,0,3,1,1.0,0
ACCT-0450,Large,Starter,770.52,2,13,47.6,0,MISSING,118,6,0,0,1,,0
ACCT-0451,Medium,Starter,5735.48,7,13,29.5,2,3,-21,7,0,2,False,,1
ACCT-0452,Medium,Pro,879.93,60,6,57.9,1,MISSING,101,11,0,0,0,6.0,0
ACCT-0453,Enterprise,Business,297.9,52,9,29.2,0,7,31,28,0,0,False,2.0,0
ACCT-0454,Small,Enterprise,616.24,7,15,42.2,4,MISSING,357,17,0,1,True,1.0,0
ACCT-0455,Medium,Enterprise,160.61,15,11,36.4,0,N/A,352,1,0,1,true,10.0,0
ACCT-0456,Small,Pro,623.61,43,8,30.7,1,3,231,3,0,1,0,8.0,0
ACCT-0457,Medium,Pro,341.57,1,8,43.7,2,MISSING,187,2,0,2,0,8.0,0
ACCT-0458,Small,Pro,1383.42,30,15,67.4,2,N/A,201,2,0,1,False,2.0,0
ACCT-0459,Small,Business,428.53,53,19,9.5,1,1,305,6,1,2,1,4.0,0
ACCT-0460,Small,Starter,605.82,2,14,36.2,2,4,41,6,0,1,True,4.0,0
ACCT-0461,Medium,Pro,400.04,3,13,13.9,0,10,-15,2,0,1,true,2.0,1
ACCT-0462,Large,Business,2673.33,58,8,9.4,3,10,7,10,0,2,0,9.0,0
ACCT-0463,Medium,Starter,514.4,14,12,21.5,2,N/A,146,11,2,1,True,4.0,0
ACCT-0464,MISSING,Pro,2881.44,1,15,71.8,2,N/A,290,0,1,1,1,4.0,0
ACCT-0465,Medium,Pro,1275.79,5,7,43.7,3,10,351,4,0,3,true,4.0,0
ACCT-0466,Small,Starter,978.14,11,12,29.6,1,N/A,52,18,0,1,true,5.0,0
ACCT-0467,Enterprise,Starter,893.36,21,18,25.9,2,9,-14,6,0,3,False,10.0,0
ACCT-0468,Small,Starter,911.45,24,16,51.2,0,6,338,3,1,1,false,8.0,0
ACCT-0469,MISSING,Starter,142.29,60,11,39.8,3,MISSING,125,2,0,2,1,4.0,0
ACCT-0470,Small,Starter,532.13,6,8,29.4,2,0,141,2,0,0,false,3.0,0
ACCT-0471,MISSING,Business,1307.83,14,13,13.2,2,7,39,1,0,1,1,1.0,1
ACCT-0472,Small,Starter,639.63,14,14,19.8,0,N/A,40,14,0,2,True,2.0,0
ACCT-0473,Enterprise,Pro,216.12,9,12,70.9,2,8,224,1,0,1,false,4.0,0
ACCT-0474,Medium,Starter,637.83,3,11,43.7,2,0,100,3,0,0,0,9.0,0
ACCT-0475,MISSING,Enterprise,2600.05,60,12,22.8,1,2,18,0,0,2,0,1.0,0
ACCT-0476,Small,Starter,1803.55,35,9,48.3,1,10,-10,12,0,2,0,6.0,0
ACCT-0477,Medium,Pro,632.95,12,14,58.1,1,MISSING,361,0,0,3,true,,0
ACCT-0478,MISSING,Business,1423.91,17,10,25.9,1,9,289,3,0,1,False,10.0,0
ACCT-0479,Medium,Business,496.11,5,8,32.1,0,9,189,7,0,1,1,3.0,0
ACCT-0480,Medium,Starter,170.19,14,10,35.7,3,7,156,4,0,2,False,10.0,0
ACCT-0481,Large,Business,317.48,21,10,17.4,1,6,1,3,0,2,1,9.0,1
ACCT-0482,Medium,Pro,2322.29,13,17,43.2,2,0,172,3,0,2,0,10.0,0
ACCT-0483,Medium,Pro,534.22,60,9,19.1,1,6,245,13,0,2,true,3.0,0
ACCT-0484,Medium,Starter,547.46,17,10,10.7,3,8,211,29,0,3,true,,0
ACCT-0485,Enterprise,Starter,523.29,8,22,19.1,5,5,-15,3,0,3,true,2.0,0
ACCT-0486,Small,Business,3051.26,27,16,41.8,2,3,285,0,1,1,true,4.0,0
ACCT-0487,Small,Pro,2442.47,3,8,21.6,1,N/A,142,0,1,1,true,4.0,0
ACCT-0488,MISSING,Pro,3924.62,9,12,32.8,1,MISSING,106,11,0,3,0,2.0,0
ACCT-0489,Enterprise,Business,585.67,8,17,36.1,1,MISSING,148,6,0,3,False,10.0,0
ACCT-0490,Medium,Business,842.61,10,17,14.1,0,10,328,12,1,2,True,6.0,0
ACCT-0491,Medium,Starter,197.69,27,12,86.5,0,2,30,10,0,2,false,6.0,0
ACCT-0492,Small,Pro,2167.97,12,14,29.7,2,N/A,73,19,0,3,False,3.0,0
ACCT-0493,Small,Starter,261.33,28,10,55.6,1,3,286,17,0,2,0,1.0,0
ACCT-0494,Medium,Business,791.1,15,5,34.4,2,10,164,12,1,2,false,,0
ACCT-0495,Medium,Pro,276.49,8,11,58.9,5,N/A,225,5,0,3,True,9.0,0
ACCT-0496,Medium,Enterprise,415.26,30,11,60.3,4,N/A,45,3,0,1,1,4.0,0
ACCT-0497,Small,Starter,340.42,5,8,43.1,0,MISSING,240,6,1,3,True,9.0,0
ACCT-0498,MISSING,Starter,408.99,5,12,9.3,0,N/A,150,6,0,0,True,5.0,0
ACCT-0499,MISSING,Starter,432.12,13,10,71.8,2,N/A,101,8,1,3,0,7.0,0
ACCT-0500,Large,Starter,428.97,5,6,22.2,2,6,120,2,0,1,1,3.0,0
ACCT-0501,Medium,Starter,1295.52,1,6,14.2,2,MISSING,124,9,0,4,false,3.0,0
ACCT-0502,Small,Enterprise,274.82,19,14,56.8,1,5,328,5,0,2,true,8.0,0
ACCT-0503,Large,Starter,793.48,13,12,40.7,1,MISSING,204,8,0,3,1,1.0,0
ACCT-0504,Large,Starter,1762.29,11,15,39.3,2,7,217,2,0,2,1,8.0,0
ACCT-0505,Small,Business,441.18,60,10,24.9,1,4,134,5,0,1,True,8.0,0
ACCT-0506,Enterprise,Pro,374.53,15,13,62.2,4,MISSING,174,2,1,2,1,3.0,1
ACCT-0507,Large,Business,553.12,36,17,16.3,0,0,134,17,0,3,False,1.0,0
ACCT-0508,Enterprise,Starter,1709.2,3,15,39.7,3,MISSING,182,5,1,3,true,9.0,0
ACCT-0509,Large,Pro,776.88,15,17,14.1,6,6,223,2,0,1,True,4.0,1
ACCT-0510,Medium,Starter,434.86,36,12,57.1,4,MISSING,126,0,0,1,false,7.0,0
ACCT-0511,Medium,Starter,979.56,16,6,81.3,2,N/A,146,9,0,1,false,9.0,0
ACCT-0512,Enterprise,Enterprise,275.38,23,19,48.6,2,10,44,2,0,6,false,,0
ACCT-0513,Enterprise,Starter,1147.21,8,13,19.4,1,7,147,37,0,3,false,,0
ACCT-0514,Small,Pro,922.31,2,15,56.3,2,2,253,6,0,2,false,,0
ACCT-0515,Small,Pro,519.96,11,10,29.8,2,MISSING,299,3,0,1,True,3.0,0
ACCT-0516,Medium,Starter,340.06,9,9,23.0,2,5,102,9,0,0,False,5.0,0
ACCT-0517,Large,Business,327.23,36,11,32.3,2,7,94,3,0,2,False,2.0,0
ACCT-0518,MISSING,Starter,1020.3,5,10,9.6,2,10,281,14,0,0,false,4.0,0
ACCT-0519,Small,Pro,1777.89,60,13,71.9,0,9,289,3,1,2,False,2.0,0
ACCT-0520,Medium,Enterprise,399.48,57,4,34.9,1,5,96,36,0,0,true,3.0,0
ACCT-0521,Medium,Pro,959.79,5,12,44.7,0,4,346,7,0,2,False,5.0,0
ACCT-0522,MISSING,Enterprise,125.26,8,12,73.1,1,4,314,15,0,1,1,9.0,0
ACCT-0523,Large,Starter,416.67,41,9,69.2,2,MISSING,194,1,0,2,false,3.0,0
ACCT-0524,Large,Pro,648.82,60,17,25.9,1,1,-14,3,1,3,1,10.0,0
ACCT-0525,Medium,Starter,321.26,11,6,38.9,1,MISSING,322,11,1,3,1,6.0,1
ACCT-0526,Medium,Business,314.44,7,19,21.8,2,5,280,9,0,1,false,,0
ACCT-0527,Small,Enterprise,389.86,13,12,62.2,2,3,215,2,0,3,0,4.0,0
ACCT-0528,Small,Starter,840.3,21,6,68.9,2,9,106,4,0,2,True,10.0,0
ACCT-0529,Enterprise,Pro,572.57,6,18,10.0,0,2,186,2,0,3,0,10.0,0
ACCT-0530,Large,Starter,110.99,24,14,73.1,1,10,165,8,0,1,False,5.0,0
ACCT-0531,MISSING,Pro,121.93,1,13,17.4,2,MISSING,170,3,2,1,0,7.0,0
ACCT-0532,MISSING,Pro,409.32,1,15,34.0,3,1,335,3,0,3,true,,0
ACCT-0533,Medium,Enterprise,959.25,9,12,12.0,1,N/A,176,2,0,2,0,8.0,0
ACCT-0534,Large,Pro,73.85,8,8,46.4,3,8,-15,4,0,5,0,9.0,0
ACCT-0535,Enterprise,Starter,445.95,7,10,17.2,2,4,-18,2,0,4,True,9.0,0
ACCT-0536,Large,Starter,436.59,12,8,28.6,0,5,47,26,0,1,true,9.0,0
ACCT-0537,Small,Starter,2019.63,7,7,36.1,2,MISSING,183,1,0,1,0,2.0,0
ACCT-0538,Medium,Starter,488.81,4,9,7.0,1,3,310,20,0,1,false,,0
ACCT-0539,Small,Starter,903.6,7,17,48.7,2,MISSING,298,4,2,0,False,5.0,0
ACCT-0540,MISSING,Business,744.72,60,13,4.4,2,9,88,4,1,2,0,1.0,0
ACCT-0541,Medium,Pro,120.97,10,11,27.3,0,1,150,2,0,1,True,4.0,0
ACCT-0542,Small,Pro,1229.75,11,14,52.7,0,8,293,8,1,0,false,,1
ACCT-0543,Large,Starter,790.22,15,10,59.4,2,MISSING,299,9,1,2,True,,0
ACCT-0544,Medium,Business,998.86,60,7,28.0,2,N/A,324,5,2,2,1,8.0,0
ACCT-0545,Medium,Business,15382.57,5,12,15.9,2,9,342,0,0,4,0,1.0,0
ACCT-0546,Small,Starter,125.55,21,9,41.6,2,MISSING,106,20,0,1,False,3.0,0
ACCT-0547,Large,Business,2643.23,23,10,50.9,4,4,148,31,0,2,False,3.0,1
ACCT-0548,Medium,Pro,528.5,17,10,48.4,1,MISSING,177,5,0,0,false,6.0,0
ACCT-0549,Large,Starter,837.03,2,17,36.2,1,MISSING,363,8,1,2,false,4.0,0
ACCT-0550,Medium,Pro,641.36,20,11,64.8,1,N/A,340,5,1,2,false,4.0,1
ACCT-0551,Enterprise,Pro,473.72,1,17,30.4,3,MISSING,23,3,0,2,False,1.0,0
ACCT-0552,Medium,Starter,421.63,16,19,32.5,0,9,48,1,0,3,0,10.0,0
ACCT-0553,Medium,Enterprise,865.76,24,12,31.1,2,10,240,5,0,2,1,4.0,0
ACCT-0554,Enterprise,Business,197.6,4,11,47.8,0,9,364,14,0,1,False,1.0,1
ACCT-0555,Medium,Pro,1212.53,33,14,34.5,1,7,87,0,0,0,false,5.0,0
ACCT-0556,Small,Pro,476.77,1,19,73.8,2,9,337,7,0,2,true,,0
ACCT-0557,Small,Pro,269.33,33,9,68.0,2,6,75,17,0,2,0,10.0,0
ACCT-0558,Large,Pro,464.05,11,3,39.4,4,8,74,2,0,1,1,5.0,0
ACCT-0559,Medium,Pro,1818.41,4,7,8.6,2,6,272,2,1,0,False,3.0,1
ACCT-0560,Large,Starter,433.43,3,9,69.8,1,4,87,12,0,4,true,,0
ACCT-0561,Small,Pro,886.04,55,9,53.3,3,7,351,2,0,1,0,4.0,0
ACCT-0562,Small,Business,370.64,1,7,11.5,2,MISSING,198,2,0,1,1,,0
ACCT-0563,Small,Pro,1219.67,4,9,57.4,4,8,117,4,1,2,False,,1
ACCT-0564,Medium,Starter,1151.02,8,17,8.2,0,N/A,323,4,0,2,0,10.0,1
ACCT-0565,Medium,Business,2918.68,17,10,11.4,1,5,119,17,0,0,0,2.0,0
ACCT-0566,Medium,Starter,577.99,14,11,31.5,4,8,273,8,0,1,false,1.0,0
ACCT-0567,Medium,Starter,1135.61,2,11,93.1,0,3,225,4,0,0,False,1.0,0
ACCT-0568,Enterprise,Starter,719.43,6,19,21.8,1,4,51,6,0,2,0,1.0,0
ACCT-0569,Small,Starter,1875.63,5,13,69.5,1,10,-15,25,0,3,1,9.0,0
